instance family sequential-induced-except-0-pf sequential-induced-except-0-pd sequential-d2-induced-except-0-pf sequential-d2-induced-except-0-pd sequential-induced-except-1-pf sequential-induced-except-1-pd sequential-d2-induced-except-1-pf sequential-d2-induced-except-1-pd sequential-induced-except-2-pf sequential-induced-except-2-pd sequential-d2-induced-except-2-pf sequential-d2-induced-except-2-pd sequential-induced-except-3-pf sequential-induced-except-3-pd sequential-d2-induced-except-3-pf sequential-d2-induced-except-3-pd sequential-induced-except-4-pf sequential-induced-except-4-pd sequential-d2-induced-except-4-pf sequential-d2-induced-except-4-pd sequential-induced-except-5-pf sequential-induced-except-5-pd sequential-d2-induced-except-5-pf sequential-d2-induced-except-5-pd sequential-induced-except-10-pf sequential-induced-except-10-pd sequential-d2-induced-except-10-pf sequential-d2-induced-except-10-pd sequential-induced-except-20-pf sequential-induced-except-20-pd sequential-d2-induced-except-20-pf sequential-d2-induced-except-20-pd
g18-g69 11 982292 73066 982292 194282 982252 72816 982252 132823 982252 72816 982252 72816 982252 72816 982252 72816 982252 72816 982252 72816 982252 72816 982252 72816 982252 72816 982252 72816 982252 72816 982252 72816
g18-g70 11 957505 105856 903505 268578 979677 75158 979677 135171 981792 69192 981792 69192 982262 67523 982262 67523 982582 67634 982582 67634 982582 67634 982582 67634 982582 67634 982582 67634 982582 67634 982582 67634
g18-g71 11 982259 73197 982259 193876 982582 72818 982582 132478 982582 72818 982582 72818 982582 72818 982582 72818 982582 72818 982582 72818 982582 72818 982582 72818 982582 72818 982582 72818 982582 72818 982582 72818
g18-g72 11 938120 297792 938120 342821 955933 200691 955933 229218 964710 145244 964710 145244 972569 100497 972569 100497 982496 62982 982496 62982 982496 62982 982496 62982 982496 62982 982496 62982 982496 62982 982496 62982
g18-g74 11 973846 187337 973846 227557 976338 142754 976338 165088 979189 103115 979189 103115 982695 68782 982695 68782 982695 68782 982695 68782 982695 68782 982695 68782 982695 68782 982695 68782 982695 68782 982695 68782
g18-g75 11 981756 148621 981823 209863 982097 146108 982097 176721 981805 145505 981805 145505 982274 140964 982274 140964 982777 96806 982777 96806 982777 96806 982777 96806 982777 96806 982777 96806 982777 96806 982777 96806
g18-g76 11 982651 236330 982651 275117 982651 236330 982651 255640 982651 236330 982651 236330 982651 236330 982651 236330 982777 226430 982777 226430 982777 226430 982777 226430 982777 226430 982777 226430 982777 226430 982777 226430
g18-g77 11 982777 443859 982777 448873 982777 443859 982777 446342 982777 443859 982777 443859 982777 443859 982777 443859 982777 443859 982777 443859 982777 443859 982777 443859 982777 443859 982777 443859 982777 443859 982777 443859
g18-g78 11 982478 78070 982478 190872 982797 78009 982797 134397 982718 77457 982718 77457 982793 77706 982793 77706 982793 77706 982793 77706 982793 77706 982793 77706 982793 77706 982793 77706 982793 77706 982793 77706
g18-g79 11 978050 93417 978050 200224 982467 71436 982467 129853 982848 67863 982848 67863 983034 68456 983034 68456 983034 68456 983034 68456 983034 68456 983034 68456 983034 68456 983034 68456 983034 68456 983034 68456
g18-g80 11 0 0 0 0 956927 123628 956927 176962 974981 84003 974981 84003 981885 66278 981885 66278 983191 63022 983191 63022 983191 63022 983191 63022 983191 63022 983191 63022 983191 63022 983191 63022
g18-g81 11 983394 72496 983084 188130 983394 72496 983394 126853 983394 72496 983394 72496 983394 72496 983394 72496 983394 72496 983394 72496 983394 72496 983394 72496 983394 72496 983394 72496 983394 72496 983394 72496
g18-g83 11 983400 70656 983400 188530 983400 70656 983400 129556 983400 70656 983400 70656 983400 70656 983400 70656 983400 70656 983400 70656 983400 70656 983400 70656 983400 70656 983400 70656 983400 70656 983400 70656
g18-g84 11 983400 163904 983400 217452 983400 163904 983400 190683 983400 163904 983400 163904 983400 163904 983400 163904 983400 163904 983400 163904 983400 163904 983400 163904 983400 163904 983400 163904 983400 163904 983400 163904
g18-g85 11 0 0 0 0 983414 64798 983414 126596 983268 65111 983268 65111 983268 65111 983268 65111 983268 65111 983268 65111 983268 65111 983268 65111 983268 65111 983268 65111 983268 65111 983268 65111
g18-g87 11 982833 71783 983263 189441 983359 69439 983359 128312 983343 68204 983343 68204 983427 67969 983427 67969 983559 67917 983559 67917 983559 67917 983559 67917 983559 67917 983559 67917 983559 67917 983559 67917
g18-g88 11 983295 70853 983037 189132 983228 69550 983228 128376 983492 68991 983492 68991 983509 68873 983509 68873 983559 68575 983559 68575 983559 68575 983559 68575 983559 68575 983559 68575 983559 68575 983559 68575
g18-g89 11 983466 65654 0 0 983466 65654 983466 126711 983466 65654 983466 65654 983466 65654 983466 65654 983466 65654 983466 65654 983466 65654 983466 65654 983466 65654 983466 65654 983466 65654 983466 65654
g18-g90 11 983704 66844 983704 189011 983704 66844 983704 127570 983704 66844 983704 66844 983704 66844 983704 66844 983704 66844 983704 66844 983704 66844 983704 66844 983704 66844 983704 66844 983704 66844 983704 66844
g18-g91 11 983053 67494 982504 189811 983604 65033 983604 125247 983845 64922 983845 64922 983791 65241 983791 65241 983791 65241 983791 65241 983791 65241 983791 65241 983791 65241 983791 65241 983791 65241 983791 65241
g18-g92 11 982893 66987 982611 190873 983626 65277 983626 126514 983809 65068 983809 65068 983929 64296 983929 64296 983929 64296 983929 64296 983929 64296 983929 64296 983929 64296 983929 64296 983929 64296 983929 64296
g18-g94 11 984047 65735 983654 188211 983731 65087 983731 126543 983825 65170 983825 65170 983825 65170 983825 65170 983825 65170 983825 65170 983825 65170 983825 65170 983825 65170 983825 65170 983825 65170 983825 65170
g18-g95 11 974870 101555 973184 217644 980266 76522 980266 135279 982342 67304 982342 67304 983648 64189 983648 64189 983859 63003 983859 63003 983859 63003 983859 63003 983859 63003 983859 63003 983859 63003 983859 63003
g18-g96 11 977579 90342 976587 209818 981225 73409 981225 133729 982924 66790 982924 66790 983682 64237 983682 64237 983859 63139 983859 63139 983859 63139 983859 63139 983859 63139 983859 63139 983859 63139 983859 63139
g18-g97 11 978463 84497 975669 209260 981697 71537 981697 132394 983099 66290 983099 66290 983448 64043 983448 64043 983859 63155 983859 63155 983859 63155 983859 63155 983859 63155 983859 63155 983859 63155 983859 63155
g18-g98 11 981885 73379 981173 197276 982996 68422 982996 129568 983457 65656 983457 65656 983812 64427 983812 64427 983859 63578 983859 63578 983859 63578 983859 63578 983859 63578 983859 63578 983859 63578 983859 63578
g18-g99 11 981885 73749 981061 197945 982883 68092 982883 129230 983457 65604 983457 65604 983860 64265 983860 64265 983859 63540 983859 63540 983859 63540 983859 63540 983859 63540 983859 63540 983859 63540 983859 63540
g19-g100 11 0 0 0 0 0 0 0 0 937207 925 937207 925 968162 31850 968162 31850 978507 55826 978507 55826 978747 56246 978747 56246 983739 83018 983739 83018 983739 83018 983739 83018
g19-g101 11 748791 2052 0 0 949703 42680 949703 42680 983813 84025 983813 84025 983813 84025 983813 84025 983813 84025 983813 84025 983813 84025 983813 84025 983813 84025 983813 84025 983813 84025 983813 84025
g19-g102 11 983813 84670 0 0 983813 84670 983813 224064 983813 84670 983813 84670 983813 84670 983813 84670 983813 84670 983813 84670 983813 84670 983813 84670 983813 84670 983813 84670 983813 84670 983813 84670
g19-g103 11 983813 86062 0 0 983813 86062 983813 220362 983813 86062 983813 86062 983813 86062 983813 86062 983813 86062 983813 86062 983813 86062 983813 86062 983813 86062 983813 86062 983813 86062 983813 86062
g19-g104 11 981703 72004 979289 253465 981497 66395 981474 143817 981350 62274 981350 62274 981878 63355 981878 63355 982904 67683 982904 67683 983323 72259 983323 72259 984054 83155 984054 83155 984054 83155 984054 83155
g19-g105 11 981458 71610 979343 252953 981602 66086 981665 144065 981357 61795 981357 61795 981805 63417 981805 63417 982588 66730 982588 66730 983078 71616 983078 71616 984267 82832 984267 82832 984267 82832 984267 82832
g19-g106 11 982796 71451 981570 277008 982582 68701 982646 158967 982870 66882 982870 66882 983159 70529 983159 70529 983634 74251 983634 74251 983716 78021 983716 78021 984305 83003 984305 83003 984305 83003 984305 83003
g19-g107 11 982609 71740 980595 264292 982123 67117 982217 152109 981872 62919 981872 62919 982248 64023 982248 64023 983102 67657 983102 67657 983585 72429 983585 72429 984104 82457 984104 82457 984104 82457 984104 82457
g19-g108 11 982417 71670 981135 266238 982149 66664 982164 151420 982051 62935 982051 62935 982119 64728 982119 64728 983249 67508 983249 67508 983618 72724 983618 72724 984096 82671 984096 82671 984096 82671 984096 82671
g19-g109 11 749565 915 749565 915 950090 41021 950090 41021 984125 83414 984125 83414 984125 83414 984125 83414 984125 83414 984125 83414 984125 83414 984125 83414 984125 83414 984125 83414 984125 83414 984125 83414
g19-g110 11 983750 78891 984019 324638 984062 79857 983986 208686 984178 81520 984178 81520 984224 82759 984224 82759 984230 83618 984230 83618 984207 83741 984207 83741 984317 84277 984317 84277 984317 84277 984317 84277
g19-g111 11 982901 71692 981884 276359 982733 68095 982716 158070 982193 64282 982193 64282 982635 66015 982635 66015 983055 68733 983055 68733 983534 73262 983534 73262 984129 82443 984129 82443 984129 82443 984129 82443
g19-g112 11 959546 32095 956016 139681 972196 39844 972196 58201 979567 55012 979567 55012 981251 60606 981251 60606 983567 72277 983567 72277 983958 77749 983958 77749 984109 82447 984109 82447 984109 82447 984109 82447
g19-g51 11 968737 213074 968737 254608 971670 163843 971670 175373 973634 140295 973634 140295 975230 126680 975230 126680 975979 125006 975979 125006 976881 122540 976881 122540 977600 123723 977600 123723 977600 123723 977600 123723
g19-g52 11 952576 101089 952089 161666 966486 101512 966510 116303 971824 92638 971824 92638 975429 92785 975429 92785 976746 94958 976746 94958 977575 99016 977575 99016 978352 104225 978352 104225 978352 104225 978352 104225
g19-g53 11 978475 128011 975218 259815 978281 129271 978281 215433 978657 130138 978657 130138 978287 129820 978287 129820 978287 129820 978287 129820 978287 129820 978287 129820 978287 129820 978287 129820 978287 129820 978287 129820
g19-g54 11 978308 114628 977729 270543 979019 109413 979019 176651 979583 106171 979583 106171 979839 103327 979839 103327 980212 102610 980212 102610 980037 103432 980037 103432 980687 105555 980687 105555 980687 105555 980687 105555
g19-g55 11 979075 97551 974490 231828 980024 99981 980024 183548 980315 102306 980315 102306 980626 103528 980626 103528 980390 105117 980390 105117 980437 105359 980437 105359 980687 106097 980687 106097 980687 106097 980687 106097
g19-g56 11 978629 116019 978073 272722 979080 111252 979080 178878 979688 107916 979688 107916 979969 105461 979969 105461 980322 105243 980322 105243 980506 105087 980506 105087 980687 106969 980687 106969 980687 106969 980687 106969
g19-g57 11 0 0 0 0 770154 352760 770154 352760 867100 18906 867100 18906 954146 27734 954146 27734 968641 38235 968641 38235 972364 45049 972364 45049 980924 83167 980924 83167 980924 83167 980924 83167
g19-g61 11 747579 13136 747579 13136 947299 54653 947299 54653 981337 91843 981337 91843 981513 92621 981513 92621 981554 95404 981554 95404 981481 95117 981481 95117 981481 95117 981481 95117 981481 95117 981481 95117
g19-g62 11 970115 95393 969403 183595 974144 78702 974263 103685 977450 75098 977450 75098 979032 76718 979032 76718 980422 81569 980422 81569 981250 86350 981250 86350 981570 93142 981570 93142 981570 93142 981570 93142
g19-g63 11 982059 110811 982059 320743 982032 111016 982032 224878 981962 110634 981962 110634 981988 111054 981988 111054 981988 111054 981988 111054 981988 111054 981988 111054 981988 111054 981988 111054 981988 111054 981988 111054
g19-g64 11 981962 183968 981962 274266 981962 183968 981962 232151 981988 183445 981988 183445 981988 183445 981988 183445 981988 183445 981988 183445 981988 183445 981988 183445 981988 183445 981988 183445 981988 183445 981988 183445
g19-g65 11 982288 103640 978877 246693 982288 103640 982288 208787 982288 103640 982288 103640 982288 103640 982288 103640 982288 103640 982288 103640 982288 103640 982288 103640 982288 103640 982288 103640 982288 103640 982288 103640
g19-g67 11 749169 9714 0 0 947647 51101 947647 51101 982316 92712 982316 92712 982316 92712 982316 92712 982316 92712 982316 92712 982316 92712 982316 92712 982316 92712 982316 92712 982316 92712 982316 92712
g19-g68 11 982316 135301 982316 295563 982316 135301 982316 223100 982316 135301 982316 135301 982316 135301 982316 135301 982316 135301 982316 135301 982316 135301 982316 135301 982316 135301 982316 135301 982316 135301 982316 135301
g19-g69 11 965673 50193 965404 182816 979479 71165 979479 134036 981932 82725 981932 82725 982096 89551 982096 89551 982486 91059 982486 91059 982252 91310 982252 91310 982252 91310 982252 91310 982252 91310 982252 91310
g19-g70 11 708831 23503 706238 18163 943240 33184 943240 33320 972708 49689 972708 49689 978446 61352 978446 61352 980595 70308 980595 70308 981999 77983 981999 77983 982582 87134 982582 87134 982582 87134 982582 87134
g19-g71 11 967771 53600 967308 189498 979515 72350 979515 136522 981742 82281 981742 82281 982515 90034 982515 90034 982441 91142 982441 91142 982582 92110 982582 92110 982582 92110 982582 92110 982582 92110 982582 92110
g19-g72 11 938601 311762 937622 344764 954196 207242 954196 222456 925303 59199 925303 59199 951359 31195 951359 31195 970917 39626 970917 39626 972197 41847 972197 41847 982496 82439 982496 82439 982496 82439 982496 82439
g19-g74 11 973465 185339 973261 245111 966467 107999 966467 126245 969347 70489 969347 70489 974696 58098 974696 58098 976541 61179 976541 61179 979429 70081 979429 70081 982695 88395 982695 88395 982695 88395 982695 88395
g19-g75 11 981979 167057 981751 286224 982045 163721 982045 226367 981875 153421 981875 153421 981673 138433 981673 138433 981867 117977 981867 117977 981836 118506 981836 118506 982777 114612 982777 114612 982777 114612 982777 114612
g19-g76 11 982767 248223 982767 329816 982789 248603 982789 292866 982853 246879 982853 246879 982584 244973 982584 244973 982760 241739 982760 241739 982760 241739 982760 241739 982777 238188 982777 238188 982777 238188 982777 238188
g19-g77 11 982777 445693 982777 456331 982777 445693 982777 451559 982777 445693 982777 445693 982777 445693 982777 445693 982777 445693 982777 445693 982777 445693 982777 445693 982777 445693 982777 445693 982777 445693 982777 445693
g19-g78 11 982598 95302 982706 324749 982804 95291 982607 218207 982485 95796 982485 95796 982653 95766 982653 95766 982700 96694 982700 96694 982568 96885 982568 96885 982793 97147 982793 97147 982793 97147 982793 97147
g19-g79 11 965211 52731 965206 184553 974216 53340 974216 80821 977121 59063 977121 59063 980307 67741 980307 67741 981325 72427 981325 72427 982641 81523 982641 81523 983034 87421 983034 87421 983034 87421 983034 87421
g19-g80 11 0 0 0 0 892041 73906 892041 73906 923790 20585 923790 20585 965652 32107 965652 32107 972748 40522 972748 40522 977038 50022 977038 50022 983191 82989 983191 82989 983191 82989 983191 82989
g19-g81 11 983394 91232 970241 179134 983394 91232 983394 216761 983394 91232 983394 91232 983394 91232 983394 91232 983394 91232 983394 91232 983394 91232 983394 91232 983394 91232 983394 91232 983394 91232 983394 91232
g19-g83 11 983400 90330 983400 339560 983400 90330 983400 227054 983400 90330 983400 90330 983400 90330 983400 90330 983400 90330 983400 90330 983400 90330 983400 90330 983400 90330 983400 90330 983400 90330 983400 90330
g19-g84 11 983400 178716 983400 291497 983400 178716 983400 240647 983400 178716 983400 178716 983400 178716 983400 178716 983400 178716 983400 178716 983400 178716 983400 178716 983400 178716 983400 178716 983400 178716 983400 178716
g19-g85 11 0 0 0 0 0 0 0 0 936883 2719 936883 2719 978141 58309 978141 58309 977979 57670 977979 57670 983255 84335 983255 84335 983268 83826 983268 83826 983268 83826 983268 83826
g19-g87 11 977760 61509 978078 237370 979989 66092 980290 128532 981573 71568 981573 71568 982620 76035 982620 76035 983052 80788 983052 80788 983425 83841 983425 83841 983559 87182 983559 87182 983559 87182 983559 87182
g19-g88 11 981007 72084 980942 274004 982132 74639 982181 161587 982699 77786 982699 77786 983141 81144 983141 81144 983386 83926 983386 83926 983463 86286 983463 86286 983559 87816 983559 87816 983559 87816 983559 87816
g19-g89 11 0 0 0 0 0 0 0 0 974141 52842 974141 52842 978550 58316 978550 58316 983466 84934 983466 84934 983466 84934 983466 84934 983466 84934 983466 84934 983466 84934 983466 84934
g19-g90 11 749901 3694 749901 3694 983704 86240 983704 226614 983704 86240 983704 86240 983704 86240 983704 86240 983704 86240 983704 86240 983704 86240 983704 86240 983704 86240 983704 86240 983704 86240 983704 86240
g19-g91 11 952470 36486 948814 122909 971502 43406 971502 59970 979124 58288 979124 58288 980712 63718 980712 63718 983405 76395 983405 76395 983653 81576 983653 81576 983791 84542 983791 84542 983791 84542 983791 84542
g19-g92 11 958172 39399 954815 141341 971780 42930 971780 60654 979146 57472 979146 57472 980845 63176 980845 63176 983169 76090 983169 76090 983699 80643 983699 80643 983929 83706 983929 83706 983929 83706 983929 83706
g19-g94 11 973451 56193 972793 216986 981577 65649 981577 141263 983472 76461 983472 76461 983970 82370 983970 82370 983706 84055 983706 84055 983617 84402 983617 84402 983825 84527 983825 84527 983825 84527 983825 84527
g19-g95 11 956830 143799 949041 224376 969381 69862 969243 95807 964240 37244 964240 37244 974218 42388 974218 42388 977375 49571 977375 49571 980222 57862 980222 57862 983859 82493 983859 82493 983859 82493 983859 82493
g19-g96 11 962797 110770 953033 201513 970480 62863 970518 89465 968937 41212 968937 41212 975704 45459 975704 45459 978381 52381 978381 52381 980860 59333 980860 59333 983859 82629 983859 82629 983859 82629 983859 82629
g19-g97 11 949895 141810 938893 194804 968237 55516 968514 75229 969131 41871 969131 41871 976234 46789 976234 46789 978661 52754 978661 52754 981165 60799 981165 60799 983859 82631 983859 82631 983859 82631 983859 82631
g19-g98 11 972214 75588 964474 195470 975813 57884 975017 93196 977404 52552 977404 52552 979447 56027 979447 56027 981209 60724 981209 60724 982597 67583 982597 67583 983859 83036 983859 83036 983859 83036 983859 83036
g19-g99 11 972388 76280 964860 197862 975797 58356 975107 94772 977007 52773 977007 52773 979765 55437 979765 55437 981051 60943 981051 60943 982789 67731 982789 67731 983859 83014 983859 83014 983859 83014 983859 83014
g2-g100 11 899622 201161 0 0 899351 200281 899351 200281 899351 200281 899351 200281 899351 200281 899351 200281 899351 200281 899351 200281 899351 200281 899351 200281 899351 200281 899351 200281 899351 200281 899351 200281
g2-g101 11 899884 200715 899884 397809 899884 200715 899884 200715 899884 200715 899884 200715 899884 200715 899884 200715 899884 200715 899884 200715 899884 200715 899884 200715 899884 200715 899884 200715 899884 200715 899884 200715
g2-g102 11 899884 201139 899884 395530 899884 201139 899884 201139 899884 201139 899884 201139 899884 201139 899884 201139 899884 201139 899884 201139 899884 201139 899884 201139 899884 201139 899884 201139 899884 201139 899884 201139
g2-g103 11 899884 201954 899884 389019 899884 201954 899884 201954 899884 201954 899884 201954 899884 201954 899884 201954 899884 201954 899884 201954 899884 201954 899884 201954 899884 201954 899884 201954 899884 201954 899884 201954
g2-g104 11 899900 201264 899297 399043 899721 200667 899721 200667 900195 200593 900195 200593 900195 200593 900195 200593 900195 200593 900195 200593 900195 200593 900195 200593 900195 200593 900195 200593 900195 200593 900195 200593
g2-g105 11 899214 201156 899749 399838 899492 201582 899492 201582 899823 200189 899823 200189 899823 200189 899823 200189 899823 200189 899823 200189 899823 200189 899823 200189 899823 200189 899823 200189 899823 200189 899823 200189
g2-g106 11 899787 200544 899787 398412 899241 200461 899241 200461 899241 200461 899241 200461 899241 200461 899241 200461 899241 200461 899241 200461 899241 200461 899241 200461 899241 200461 899241 200461 899241 200461 899241 200461
g2-g107 11 899866 200890 899841 399034 899554 200854 899554 200854 899701 200907 899701 200907 899701 200907 899701 200907 899701 200907 899701 200907 899701 200907 899701 200907 899701 200907 899701 200907 899701 200907 899701 200907
g2-g108 11 899678 200786 900242 399207 899629 201116 899629 201116 899497 200126 899497 200126 899497 200126 899497 200126 899497 200126 899497 200126 899497 200126 899497 200126 899497 200126 899497 200126 899497 200126 899497 200126
g2-g109 11 900045 200413 900045 399233 900045 200413 900045 200413 900045 200413 900045 200413 900045 200413 900045 200413 900045 200413 900045 200413 900045 200413 900045 200413 900045 200413 900045 200413 900045 200413 900045 200413
g2-g110 11 900123 201343 900123 396503 899744 201310 899744 201310 899744 201310 899744 201310 899744 201310 899744 201310 899744 201310 899744 201310 899744 201310 899744 201310 899744 201310 899744 201310 899744 201310 899744 201310
g2-g111 11 900121 201431 900611 398566 899995 201462 899995 201462 899748 199707 899748 199707 899748 199707 899748 199707 899748 199707 899748 199707 899748 199707 899748 199707 899748 199707 899748 199707 899748 199707 899748 199707
g2-g112 11 899513 199759 899681 398106 899830 200549 899830 200549 899830 200549 899830 200549 899830 200549 899830 200549 899830 200549 899830 200549 899830 200549 899830 200549 899830 200549 899830 200549 899830 200549 899830 200549
g2-g51 11 892919 234843 892919 306830 894202 224496 894202 224496 894202 224496 894202 224496 894202 224496 894202 224496 894202 224496 894202 224496 894202 224496 894202 224496 894202 224496 894202 224496 894202 224496 894202 224496
g2-g52 11 894202 216730 894202 358274 895016 214754 895016 214754 894943 213633 894943 213633 894943 213633 894943 213633 894943 213633 894943 213633 894943 213633 894943 213633 894943 213633 894943 213633 894943 213633 894943 213633
g2-g53 11 894961 228129 894961 360273 894961 228129 894961 228129 894961 228129 894961 228129 894961 228129 894961 228129 894961 228129 894961 228129 894961 228129 894961 228129 894961 228129 894961 228129 894961 228129 894961 228129
g2-g54 11 896122 217436 896122 362203 896594 216018 896594 216018 896750 213605 896750 213605 896750 213605 896750 213605 896750 213605 896750 213605 896750 213605 896750 213605 896750 213605 896750 213605 896750 213605 896750 213605
g2-g55 11 896705 214037 896705 371508 896750 214253 896750 214253 896750 214253 896750 214253 896750 214253 896750 214253 896750 214253 896750 214253 896750 214253 896750 214253 896750 214253 896750 214253 896750 214253 896750 214253
g2-g56 11 896372 217717 896372 359723 897058 216252 897058 216252 896750 214432 896750 214432 896750 214432 896750 214432 896750 214432 896750 214432 896750 214432 896750 214432 896750 214432 896750 214432 896750 214432 896750 214432
g2-g57 11 873101 232730 873101 410475 889661 207542 889661 207542 897023 200641 897023 200641 897023 200641 897023 200641 897023 200641 897023 200641 897023 200641 897023 200641 897023 200641 897023 200641 897023 200641 897023 200641
g2-g61 11 897649 207511 897649 397173 897649 207511 897649 207511 897649 207511 897649 207511 897649 207511 897649 207511 897649 207511 897649 207511 897649 207511 897649 207511 897649 207511 897649 207511 897649 207511 897649 207511
g2-g62 11 897386 208312 897386 351493 897934 206159 897934 206159 897934 206159 897934 206159 897934 206159 897934 206159 897934 206159 897934 206159 897934 206159 897934 206159 897934 206159 897934 206159 897934 206159 897934 206159
g2-g63 11 898091 217393 898091 376327 898091 217393 898091 217393 898091 217393 898091 217393 898091 217393 898091 217393 898091 217393 898091 217393 898091 217393 898091 217393 898091 217393 898091 217393 898091 217393 898091 217393
g2-g64 11 898091 261766 898091 328484 898091 261766 898091 261766 898091 261766 898091 261766 898091 261766 898091 261766 898091 261766 898091 261766 898091 261766 898091 261766 898091 261766 898091 261766 898091 261766 898091 261766
g2-g65 11 898450 212889 898450 358611 898450 212889 898450 212889 898450 212889 898450 212889 898450 212889 898450 212889 898450 212889 898450 212889 898450 212889 898450 212889 898450 212889 898450 212889 898450 212889 898450 212889
g2-g67 11 898184 206003 898184 389726 898184 206003 898184 206003 898184 206003 898184 206003 898184 206003 898184 206003 898184 206003 898184 206003 898184 206003 898184 206003 898184 206003 898184 206003 898184 206003 898184 206003
g2-g68 11 898184 232112 898184 353266 898184 232112 898184 232112 898184 232112 898184 232112 898184 232112 898184 232112 898184 232112 898184 232112 898184 232112 898184 232112 898184 232112 898184 232112 898184 232112 898184 232112
g2-g69 11 898825 205318 898825 397697 898825 205318 898825 205318 898825 205318 898825 205318 898825 205318 898825 205318 898825 205318 898825 205318 898825 205318 898825 205318 898825 205318 898825 205318 898825 205318 898825 205318
g2-g70 11 897752 203554 897752 398736 898265 203070 898265 203070 898699 202860 898699 202860 898699 202860 898699 202860 898699 202860 898699 202860 898699 202860 898699 202860 898699 202860 898699 202860 898699 202860 898699 202860
g2-g71 11 898699 205672 898699 397082 898699 205672 898699 205672 898699 205672 898699 205672 898699 205672 898699 205672 898699 205672 898699 205672 898699 205672 898699 205672 898699 205672 898699 205672 898699 205672 898699 205672
g2-g72 11 883975 245246 883975 368388 889895 220212 889895 220212 898615 200097 898615 200097 898615 200097 898615 200097 898615 200097 898615 200097 898615 200097 898615 200097 898615 200097 898615 200097 898615 200097 898615 200097
g2-g74 11 895633 222977 895633 321705 898450 203676 898450 203676 898450 203676 898450 203676 898450 203676 898450 203676 898450 203676 898450 203676 898450 203676 898450 203676 898450 203676 898450 203676 898450 203676 898450 203676
g2-g75 11 897804 248065 897804 346679 898496 245834 898496 245834 898517 219454 898517 219454 898517 219454 898517 219454 898517 219454 898517 219454 898517 219454 898517 219454 898517 219454 898517 219454 898517 219454 898517 219454
g2-g76 11 898579 301214 898579 362008 898579 301214 898579 301214 898517 294445 898517 294445 898517 294445 898517 294445 898517 294445 898517 294445 898517 294445 898517 294445 898517 294445 898517 294445 898517 294445 898517 294445
g2-g77 11 898517 421027 898517 429137 898517 421027 898517 421027 898517 421027 898517 421027 898517 421027 898517 421027 898517 421027 898517 421027 898517 421027 898517 421027 898517 421027 898517 421027 898517 421027 898517 421027
g2-g78 11 898189 208802 898189 388201 898931 208981 898931 208981 898931 208981 898931 208981 898931 208981 898931 208981 898931 208981 898931 208981 898931 208981 898931 208981 898931 208981 898931 208981 898931 208981 898931 208981
g2-g79 11 898821 203266 898821 394498 898557 202585 898557 202585 898557 202585 898557 202585 898557 202585 898557 202585 898557 202585 898557 202585 898557 202585 898557 202585 898557 202585 898557 202585 898557 202585 898557 202585
g2-g80 11 892376 211002 892376 398793 898150 202051 898150 202051 899291 199953 899291 199953 899291 199953 899291 199953 899291 199953 899291 199953 899291 199953 899291 199953 899291 199953 899291 199953 899291 199953 899291 199953
g2-g81 11 898910 205772 898910 379231 898910 205772 898910 205772 898910 205772 898910 205772 898910 205772 898910 205772 898910 205772 898910 205772 898910 205772 898910 205772 898910 205772 898910 205772 898910 205772 898910 205772
g2-g83 11 899644 204886 899644 393659 899644 204886 899644 204886 899644 204886 899644 204886 899644 204886 899644 204886 899644 204886 899644 204886 899644 204886 899644 204886 899644 204886 899644 204886 899644 204886 899644 204886
g2-g84 11 899644 258440 899644 344408 899644 258440 899644 258440 899644 258440 899644 258440 899644 258440 899644 258440 899644 258440 899644 258440 899644 258440 899644 258440 899644 258440 899644 258440 899644 258440 899644 258440
g2-g85 11 899588 201587 899588 399967 899588 201587 899588 201587 899588 201587 899588 201587 899588 201587 899588 201587 899588 201587 899588 201587 899588 201587 899588 201587 899588 201587 899588 201587 899588 201587 899588 201587
g2-g87 11 899717 203695 899717 392554 899256 203074 899256 203074 899290 203170 899290 203170 899290 203170 899290 203170 899290 203170 899290 203170 899290 203170 899290 203170 899290 203170 899290 203170 899290 203170 899290 203170
g2-g88 11 898982 203319 898982 393378 899489 203663 899489 203663 899290 203467 899290 203467 899290 203467 899290 203467 899290 203467 899290 203467 899290 203467 899290 203467 899290 203467 899290 203467 899290 203467 899290 203467
g2-g89 11 898898 201975 898898 398237 898898 201975 898898 201975 898898 201975 898898 201975 898898 201975 898898 201975 898898 201975 898898 201975 898898 201975 898898 201975 898898 201975 898898 201975 898898 201975 898898 201975
g2-g90 11 899117 201615 899117 397418 899117 201615 899117 201615 899117 201615 899117 201615 899117 201615 899117 201615 899117 201615 899117 201615 899117 201615 899117 201615 899117 201615 899117 201615 899117 201615 899117 201615
g2-g91 11 899419 201108 899240 394745 899653 201943 899653 201943 899653 201943 899653 201943 899653 201943 899653 201943 899653 201943 899653 201943 899653 201943 899653 201943 899653 201943 899653 201943 899653 201943 899653 201943
g2-g92 11 899359 202229 899359 397727 899782 201056 899782 201056 899782 201056 899782 201056 899782 201056 899782 201056 899782 201056 899782 201056 899782 201056 899782 201056 899782 201056 899782 201056 899782 201056 899782 201056
g2-g94 11 899926 201277 899926 398282 899926 201277 899926 201277 899926 201277 899926 201277 899926 201277 899926 201277 899926 201277 899926 201277 899926 201277 899926 201277 899926 201277 899926 201277 899926 201277 899926 201277
