instance family sequential-d2-induced-except-0 sequential-d2-induced-except-1 sequential-d2-induced-except-2 sequential-d2-induced-except-3 sequential-d2-induced-except-4 sequential-d2-induced-except-5 sequential-d2-induced-except-10 sequential-d2-induced-except-20
si2_m4Dr2_m625.00 6 225 702 767765 1456 1299 2820 1064 3360
si2_m4Dr2_m625.08 6 201 229 265 592 352 341 9418 36033
si2_m4Dr2_m625.09 6 207 326 1411 5358 5672 2216 4915 1000000
si2_m4Dr2_m625.06 6 214 762 5624 3676 5101 2189 1000000 22099
si2_m4Dr2_m625.04 6 214 6017 1000000 819496 1325 2175 26276 1000001
si2_m4Dr2_m625.01 6 219 608 252 2470 3314 13261 3978 1000000
si2_m4Dr2_m625.03 6 214 1508 1471 37280 109141 256969 1000000 1562
si2_m4Dr2_m625.02 6 217 373 16476 7731 24702 896176 7052 615
si2_m4Dr2_m625.07 6 220 271 1975 7913 2785 6654 1000000 361
si2_r005_m200.02 7 36 795 10744 6042 21380 1000000 22 31
si2_r005_m200.01 7 1182 18520 1000000 1000000 1000000 147540 22 22
si2_r005_m200.03 7 133 33947 1000000 12296 74211 365 22 22
si2_r005_m200.05 7 2352 792 9404 18157 38710 438343 31 22
si2_r005_m200.08 7 743 18905 61070 1000000 1000000 1000000 31 31
si2_r005_m200.04 7 47 35 85793 362 6300 1198 22 22
si2_r005_m200.09 7 127 256233 1000000 1000000 1000000 9817 21 22
si2_r005_m200.06 7 138 84 2252 11737 62207 5311 27 22
si2_r005_m200.00 7 605 10766 3551 50581 1000000 42227 29 30
si2_r005_m200.07 7 54 152 1802 11320 11875 186266 30 22
si4_b03m_m400.03 4 73 92 103 95 449 119 667 106
si4_b03m_m400.09 4 91 96 96 99 108 140 1000000 1000000
si4_b03m_m400.08 4 74 91 106 14956 44618 1000000 1555 144
si4_b03m_m400.04 4 76 93 93 103 112 435557 14272 107
si4_b03m_m400.00 4 74 94 96 119 1000000 11962 1000000 112
si4_b03m_m400.01 4 76 91 146 97 107 1000000 1000000 10760
si4_b03m_m400.07 4 75 94 93 97 113 199 10188 102
si4_b03m_m400.02 4 76 91 436 1353 114 1000001 412359 138
si4_b03m_m400.06 4 78 93 150 174 169 1000000 134 105
si4_b03m_m400.05 4 113 90 210 147 111 2197 204 159
si2_r01_m600.01 7 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000
si2_r01_m600.06 7 1000000 1000000 874010 414891 1000000 545018 1000000 1000001
si2_r01_m600.09 7 1000000 1000000 1000000 802266 1000000 1000000 750976 1000000
si2_r01_m600.08 7 1000000 1000000 1000000 1000000 410859 1000000 1000000 1000000
si2_r01_m600.04 7 1000000 1000000 1000000 1000000 1000000 1000001 608942 1000000
si2_r01_m600.02 7 1000000 1000001 1000000 1000000 1000000 1000000 1000000 1000000
si2_r01_m600.00 7 1000001 1000000 834635 1000000 1000000 1000000 1000000 1000000
si2_r01_m600.07 7 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000
si2_r01_m600.03 7 1000000 1000000 1000000 1000000 1000000 1000000 515918 1000001
si2_r01_m600.05 7 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000
si4_m4Dr6_m256.01 6 56 59 187 146 366 160 2451 1000000
si4_m4Dr6_m256.00 6 39 69 64 4785 800 1000000 2015 1000000
si4_m4Dr6_m256.05 6 41 51 57 336 81 198 1221 1000000
si4_m4Dr6_m256.08 6 40 87 500 95 484 2793 249 61
si4_m4Dr6_m256.03 6 57 59 50 171 198 632 1489 1000000
si4_m4Dr6_m256.06 6 38 88 68 612 2212 61 416 1000000
si4_m4Dr6_m256.09 6 39 44 52 420 69 72 656 1000000
si4_m4Dr6_m256.07 6 75 74 2601 47 79 234 3575 109304
si4_m4Dr6_m256.02 6 54 49 98 92 398 241 11890 4037
si4_m4Dr6_m256.04 6 38 50 61 3072 1606 3449 2069 1000000
si2_b03m_m400.02 4 53 68 107939 80 79 197 66 63
si2_b03m_m400.00 4 52 550440 68 75 61 61 81 62
si2_b03m_m400.01 4 69 783 1000000 73 108 86 71 62
si2_b03m_m400.05 4 53 59 1000000 94 72 107 78 63
si2_b03m_m400.08 4 53 420 133 119 73 65 62 63
si2_b03m_m400.07 4 53 92 62 68 63 62 64 64
si2_b03m_m400.09 4 52 59 61 62 63 61 61 62
si2_b03m_m400.03 4 54 60 169 62 62 62 63 64
si2_b03m_m400.04 4 70 1657 97 87 77 85 63 64
si2_b03m_m400.06 4 54 61 62 62 76 63 80 63
si2_b03m_m200.05 4 8 11 11 12 11 11 11 11
si2_b03m_m200.03 4 8 11 15 15 16 11 11 11
si2_b03m_m200.00 4 9 15 15 15 11 11 11 11
si2_b03m_m200.08 4 9 32 11 15 15 11 11 12
si2_b03m_m200.06 4 8 13 11 11 11 11 11 11
si2_b03m_m200.02 4 8 11 15 11 11 11 11 12
si2_b03m_m200.09 4 9 11 11 11 15 11 11 11
si2_b03m_m200.04 4 8 11 11 11 11 11 11 11
si2_b03m_m200.01 4 8 15 17 11 11 11 11 11
si2_b03m_m200.07 4 8 11 11 11 11 11 11 11
si4_r001_m200.04 7 14 70214 447384 358385 1000000 1000000 13756 28
si4_r001_m200.07 7 14 331 1065 547 911287 1000000 23388 20
si4_r001_m200.00 7 14 52 12182 404474 4334 1000000 97 19
si4_r001_m200.01 7 14 47 1035 6761 234 1000000 28 28
si4_r001_m200.03 7 14 90 590665 17773 1000000 1000000 1000000 19
si4_r001_m200.06 7 14 67 1545 50544 5957 257834 155690 20
si4_r001_m200.05 7 22 9110 173 583381 1000000 163630 6390 27
si4_r001_m200.08 7 22 811 38856 21629 474462 903966 435225 20
si4_r001_m200.09 7 18 638 41619 1744 53504 1208 1000000 20
si4_r001_m200.02 7 16 391 3632 55051 15412 368 7673 20
si2_m4D_m256.08 5 24 44 87 121 183 186 159 27
si2_m4D_m256.03 5 39 54 106 124 213 225 155 27
si2_m4D_m256.02 5 26 33 124 249 563 151 29 28
si2_m4D_m256.06 5 25 40 109 130 226 351 47 42
si2_m4D_m256.04 5 23 47 87 144 306 1634 544 28
si2_m4D_m256.07 5 24 52 123 274 413 354 75 42
si2_m4D_m256.01 5 26 36 108 125 205 227 96 27
si2_m4D_m256.09 5 26 31 258 687 174 67 27 27
si2_m4D_m256.00 5 38 31 200 201 497 166 50 27
si2_m4D_m256.05 5 25 37 107 119 191 216 53 27
si6_r01_m400.04 7 55539 113248 79609 81670 122637 59759 125464 306406
si6_r01_m400.08 7 47388 10962 106035 86096 22380 88759 88606 155014
si6_r01_m400.07 7 37284 40925 135653 14617 57023 66165 104879 297703
si6_r01_m400.06 7 31562 18354 84971 26298 42920 100166 98084 63285
si6_r01_m400.05 7 98714 147839 61916 78795 250176 127261 91484 73645
si6_r01_m400.02 7 74111 57086 55057 80745 44004 81488 48910 180046
si6_r01_m400.00 7 119957 109456 148613 85239 128926 223256 110670 148062
si6_r01_m400.03 7 10166 26536 117129 93376 155653 49429 46606 91154
si6_r01_m400.01 7 31640 100629 12036 27355 99771 35933 92208 74358
si6_r01_m400.09 7 59330 49519 182996 140905 67034 77330 101612 48901
si2_m4Dr4_m625.07 6 221 244 1989 3539 7560 2588 822313 1000000
si2_m4Dr4_m625.02 6 219 342 4816 1493 180246 5398 11941 1000001
si2_m4Dr4_m625.03 6 207 252 530 1181 386 685 18372 148715
si2_m4Dr4_m625.00 6 211 270 380 343 716 332 24827 1000000
si2_m4Dr4_m625.05 6 231 269 481 4526 1079 3967 1000001 1000001
si2_m4Dr4_m625.06 6 257 502 8214 120262 24963 2897 1089 228922
si2_m4Dr4_m625.09 6 392 500 11524 14730 1000000 57349 1527 1000001
si2_m4Dr4_m625.01 6 223 1172 1000000 3991 10168 520 5417 1000000
si2_m4Dr4_m625.08 6 238 913 29331 22303 4001 6678 1000000 1000000
si2_m4Dr4_m625.04 6 260 717 1530 906 3774 47663 9594 1000000
si4_r01_m400.01 7 28760 160589 47153 107131 39792 115296 91714 87222
si4_r01_m400.08 7 126838 324733 304549 91821 105292 55876 19608 57062
si4_r01_m400.02 7 360720 60842 93830 92161 101304 151247 126886 263022
si4_r01_m400.03 7 128200 154219 67310 175775 371477 651618 77448 89960
si4_r01_m400.07 7 280561 124222 201583 215625 188092 45772 147249 15831
si4_r01_m400.06 7 33759 95387 232666 114799 94728 193840 79412 69549
si4_r01_m400.04 7 354499 139438 78924 146129 291358 58004 91999 87342
si4_r01_m400.00 7 374643 146969 315912 105600 66228 149205 73259 63235
si4_r01_m400.05 7 33125 74602 138876 73277 341207 57143 170753 362915
si4_r01_m400.09 7 76068 265472 94700 69115 115944 41521 152076 87492
si2_b09m_m400.09 4 68 67 68 72 136 1000000 69 70
si2_b09m_m400.03 4 68 73 101 121 186 284 185 307
si2_b09m_m400.01 4 67 76 70 79 1000000 80618 80 70
si2_b09m_m400.08 4 82 268 113 2251 1000000 2256 506 74
si2_b09m_m400.05 4 66 83 375 107 168 175 223 111
si2_b09m_m400.06 4 102 100 127 1617 779216 161 136 70
si2_b09m_m400.00 4 67 67 121 155 135 186 1000000 93
si2_b09m_m400.02 4 68 67 71 290 119 290 1000000 108
si2_b09m_m400.04 4 67 66 67 72 280 129234 87 73
si2_b09m_m400.07 4 67 67 75 90 412 1182 518 71
si2_b09_m800.07 3 422 425 508 418 425 435 417 422
si2_b09_m800.04 3 421 421 427 419 425 423 422 424
si2_b09_m800.05 3 484 419 458 418 425 426 435 544
si2_b09_m800.00 3 408 423 423 435 476 425 416 421
si2_b09_m800.02 3 421 424 425 417 422 423 420 475
si2_b09_m800.01 3 463 422 417 481 424 426 445 458
si2_b09_m800.08 3 409 483 496 501 416 418 417 451
si2_b09_m800.09 3 410 421 430 421 442 424 418 429
si2_b09_m800.03 3 418 420 425 418 425 425 507 424
si2_b09_m800.06 3 411 420 425 457 442 426 418 427
si6_b03_m400.04 3 129 124 124 124 124 124 125 127
si6_b03_m400.09 3 129 124 124 124 124 125 125 127
si6_b03_m400.02 3 129 124 124 124 124 171 139 133
si6_b03_m400.06 3 191 124 124 159 124 158 178 190
si6_b03_m400.05 3 167 124 124 124 124 125 125 127
si6_b03_m400.08 3 130 124 124 125 125 125 126 127
si6_b03_m400.01 3 129 124 124 124 124 125 125 127
si6_b03_m400.07 3 130 140 125 130 125 126 126 128
si6_b03_m400.03 3 130 124 154 125 125 126 145 144
si6_b03_m400.00 3 130 125 125 151 125 126 126 129
si2_r005_m600.03 7 43735 44880 56309 669251 1000000 603361 359067 1000001
si2_r005_m600.00 7 253094 870974 397820 1000001 642290 1000000 786316 1000000
si2_r005_m600.06 7 178526 1000000 1000000 68800 794812 640281 8409 30080
si2_r005_m600.01 7 160166 409438 1000000 199765 458641 1000000 479945 1000000
si2_r005_m600.04 7 310750 118630 29611 272300 69719 23174 1000000 347331
si2_r005_m600.09 7 78502 97426 47712 467392 54422 20161 519638 1000000
si2_r005_m600.05 7 502157 278240 418549 16229 388451 1000000 1000000 439386
si2_r005_m600.02 7 268065 109497 195545 928885 255116 158545 752823 484298
si2_r005_m600.08 7 65738 378477 25787 358349 1000000 1000000 1000000 1000001
si2_r005_m600.07 7 13542 82853 292365 36212 578040 169805 190799 1000000
si4_r01_m600.05 7 1000000 1000000 1000000 1000000 1000001 1000001 1000000 395723
si4_r01_m600.02 7 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000001
si4_r01_m600.03 7 1000000 1000000 1000000 1000000 1000000 1000000 1000000 678138
si4_r01_m600.07 7 1000000 1000000 1000000 1000001 1000000 1000000 332093 849602
si4_r01_m600.08 7 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000001
si4_r01_m600.06 7 1000000 1000000 1000000 1000000 1000000 1000000 806969 449754
si4_r01_m600.01 7 1000000 1000000 1000000 1000000 1000000 1000000 1000001 1000001
si4_r01_m600.04 7 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000
si4_r01_m600.00 7 1000000 690852 1000000 1000000 1000000 1000000 1000000 1000000
si4_r01_m600.09 7 1000000 511091 1000000 1000000 1000000 1000000 1000000 1000000
si2_b09_m400.04 3 66 64 64 64 78 64 97 65
si2_b09_m400.08 3 66 64 64 64 64 64 64 65
si2_b09_m400.05 3 101 64 64 64 64 81 81 65
si2_b09_m400.01 3 81 64 64 64 64 64 64 65
si2_b09_m400.03 3 66 64 64 65 64 65 64 65
si2_b09_m400.02 3 66 64 64 64 64 63 64 64
si2_b09_m400.07 3 66 64 64 64 64 64 64 65
si2_b09_m400.09 3 66 64 64 64 64 64 64 65
si2_b09_m400.06 3 66 64 64 64 64 64 79 65
si2_b09_m400.00 3 66 64 64 64 64 99 64 82
si4_b06_m200.06 3 15 17 17 17 24 24 21 18
si4_b06_m200.03 3 23 20 17 17 17 23 21 22
si4_b06_m200.02 3 15 17 17 17 17 24 17 17
si4_b06_m200.07 3 16 17 17 24 24 17 17 17
si4_b06_m200.05 3 15 17 17 17 17 17 17 24
si4_b06_m200.08 3 15 17 17 17 17 17 17 17
si4_b06_m200.00 3 15 17 24 17 17 17 17 18
si4_b06_m200.04 3 15 23 23 23 17 17 17 24
si4_b06_m200.01 3 15 23 18 17 23 17 17 18
si4_b06_m200.09 3 22 24 17 17 17 17 17 24
si4_r005_m400.06 7 8142 1720 4095 13453 45849 145637 22945 7855
si4_r005_m400.03 7 1311 2234 9465 4019 15533 34090 7157 27480
si4_r005_m400.07 7 8448 1607 1331 11842 9989 6822 5513 147333
si4_r005_m400.01 7 2780 7772 2708 6358 6745 5561 37961 9710
si4_r005_m400.04 7 5033 2452 22505 1503 9601 32224 13102 24088
si4_r005_m400.00 7 5404 2894 7714 5332 8162 2543 14515 48206
si4_r005_m400.09 7 2297 3392 756 6781 11278 8725 11137 25801
si4_r005_m400.05 7 2099 3288 2408 6761 9767 14456 3058 32334
si4_r005_m400.08 7 1851 4127 7416 4941 1000 253206 25770 95469
si4_r005_m400.02 7 2277 3655 8440 10662 1645 2023 183798 10483
si4_m4Dr2_m1296.07 6 1849 2172 2355 2976 5388 3866 55408 64777
si4_m4Dr2_m1296.00 6 1851 2186 3876 3445 20454 25201 12542 153499
si4_m4Dr2_m1296.05 6 2086 2304 2525 2503 10782 46782 27907 136783
si4_m4Dr2_m1296.04 6 1877 2200 178228 4702 3767 3010 259007 39204
si4_m4Dr2_m1296.08 6 2125 3922 16614 2847 62348 47507 319451 137116
si4_m4Dr2_m1296.01 6 1849 2265 2979 7585 6636 7638 3042 176392
si4_m4Dr2_m1296.06 6 1911 2542 19715 4793 2919 13902 7264 167726
si4_m4Dr2_m1296.02 6 1924 2357 3445 12862 7115 4594 38487 75744
si4_m4Dr2_m1296.03 6 1996 4667 24917 11704 230120 1000002 17874 123767
si4_m4Dr2_m1296.09 6 1977 2388 5761 10150 130399 138953 15147 51140
si6_b09_m800.03 3 919 1050 967 953 1089 991 1062 956
si6_b09_m800.09 3 930 1030 1018 956 1071 1030 1088 1083
si6_b09_m800.07 3 925 956 955 971 950 952 973 958
si6_b09_m800.05 3 1008 1117 1137 963 1061 952 983 959
si6_b09_m800.04 3 997 1095 983 987 950 1055 953 975
si6_b09_m800.01 3 919 993 957 957 950 952 952 958
si6_b09_m800.00 3 947 953 985 1066 951 957 950 961
si6_b09_m800.02 3 971 953 953 1006 953 951 952 954
si6_b09_m800.06 3 926 957 951 979 954 951 959 966
si6_b09_m800.08 3 919 983 961 955 948 956 1057 958
si6_b06m_m400.00 4 109 123 189 131 194 155 297 186
si6_b06m_m400.08 4 106 123 127 138 163 135 298 873
si6_b06m_m400.03 4 106 184 127 140 131 143 170 286
si6_b06m_m400.04 4 109 123 129 131 131 133 165 458
si6_b06m_m400.06 4 105 123 125 126 140 147 160 209
si6_b06m_m400.07 4 123 122 126 129 133 148 173 626
si6_b06m_m400.09 4 108 123 129 132 138 135 163 211
si6_b06m_m400.02 4 104 124 129 129 131 148 257 1161
si6_b06m_m400.01 4 106 140 127 135 132 133 188 250
si6_b06m_m400.05 4 107 123 131 137 142 135 178 318
si2_m4Dr4_m1296.08 6 1727 1772 4127 42001 17438 155820 46100 73584
si2_m4Dr4_m1296.07 6 1430 4127 17184 63804 103397 46858 338861 1000001
si2_m4Dr4_m1296.03 6 1401 12449 1000001 1000001 1000001 19900 18366 1000001
si2_m4Dr4_m1296.05 6 1323 1469 1000001 32954 1000001 1000001 1000001 1000001
si2_m4Dr4_m1296.06 6 1301 2310 2225 2597 1902 2643 1000002 121785
si2_m4Dr4_m1296.04 6 1335 2199 1594 1622 1680 2093 28324 41088
si2_m4Dr4_m1296.09 6 1330 2489 909085 3471 16190 17567 52194 20909
si2_m4Dr4_m1296.01 6 1354 1562 15031 19508 1000001 99156 96425 1000001
si2_m4Dr4_m1296.00 6 1323 1839 10644 8306 3630 20571 1000002 1000001
si2_m4Dr4_m1296.02 6 1377 2309 11790 43076 395621 34737 471740 1000002
si6_m4Dr6_m1296.02 6 2899 3271 10012 4540 4650 84087 27491 21779
si6_m4Dr6_m1296.08 6 2812 3303 3362 3704 3752 4926 13050 104961
si6_m4Dr6_m1296.07 6 2634 3139 3475 4244 5479 6152 35120 924732
si6_m4Dr6_m1296.06 6 2687 3090 3723 5109 5819 4081 6608 113009
si6_m4Dr6_m1296.03 6 2755 4104 4571 13534 5923 43715 30914 10802
si6_m4Dr6_m1296.04 6 2790 7287 4206 6816 5900 5151 114868 176122
si6_m4Dr6_m1296.05 6 2703 3682 3478 6639 14114 13820 19966 176406
si6_m4Dr6_m1296.00 6 2781 3259 3344 3610 8310 14636 20362 32699
si6_m4Dr6_m1296.09 6 2633 3091 3637 6901 3818 4824 21833 156593
si6_m4Dr6_m1296.01 6 2648 3199 4105 3722 7613 3978 22819 1000003
si4_m4Dr2_m256.00 6 52 84 100 168 208 877 1470 1000000
si4_m4Dr2_m256.01 6 35 40 62 437 321 1387 1906 89033
si4_m4Dr2_m256.05 6 35 92 151 280 204 412 732 1000000
si4_m4Dr2_m256.04 6 35 42 369 118 459 151 205 3341
si4_m4Dr2_m256.08 6 36 50 94 47 668 1191 1037 1000000
si4_m4Dr2_m256.07 6 37 92 624 49 30757 745590 1705 86
si4_m4Dr2_m256.06 6 35 38 47 446 579 542 661 219235
si4_m4Dr2_m256.02 6 35 47 354 399 535 1211 1554 234690
si4_m4Dr2_m256.09 6 53 126 136 159 84 787 4108 1151
si4_m4Dr2_m256.03 6 36 104 52 54 161 812 781 555
si4_b09m_m200.01 4 24 26 29 44 30 52 44 8169
si4_b09m_m200.00 4 17 20 28 28 33 47 138 311451
si4_b09m_m200.03 4 24 19 32 40 40 45 36 141827
si4_b09m_m200.06 4 16 20 21 46 34 46 82 159
si4_b09m_m200.02 4 23 25 32 54 53 326 46 61431
si4_b09m_m200.04 4 16 19 20 36 57 54 65 188
si4_b09m_m200.05 4 17 19 21 43 82 44 48 365
si4_b09m_m200.07 4 24 26 27 36 52 101 52 354
si4_b09m_m200.08 4 16 19 21 36 69 44 58 19467
si4_b09m_m200.09 4 17 20 23 29 25 122 930 2896
si4_m4Dr4_m625.07 6 311 386 75982 938 461 791 5056 6605
si4_m4Dr4_m625.05 6 296 363 1538 1293 970 671 509 63699
si4_m4Dr4_m625.01 6 296 354 1094 1711 485 462 6297 16277
si4_m4Dr4_m625.08 6 316 637 584 5093 3792 9050 1237 1724
si4_m4Dr4_m625.09 6 305 413 542 1134 537 521 6134 71998
si4_m4Dr4_m625.00 6 319 517 2545 9087 15048 1265 213207 7835
si4_m4Dr4_m625.04 6 305 456 615 873 19644 908 13689 90356
si4_m4Dr4_m625.06 6 310 957 503 1737 17647 2240 4715 12482
si4_m4Dr4_m625.03 6 309 1274 554 3592 1108 17447 1688 8033
si4_m4Dr4_m625.02 6 306 463 416 549 52577 7200 14312 1000001
si4_m4Dr4_m1296.03 6 2038 2893 2472 3014 3631 59746 6618 272674
si4_m4Dr4_m1296.01 6 2062 2394 2619 4715 3414 3253 127841 24763
si4_m4Dr4_m1296.00 6 1938 3120 2696 4701 3420 1000001 14308 1000002
si4_m4Dr4_m1296.07 6 2117 2316 5761 2690 12941 16292 14311 69236
si4_m4Dr4_m1296.02 6 2000 2316 2474 2562 2880 3126 75603 54773
si4_m4Dr4_m1296.04 6 1985 2356 2695 2578 1000002 3435 41892 96529
si4_m4Dr4_m1296.09 6 1959 2291 2523 3385 26511 6912 12917 17106
si4_m4Dr4_m1296.06 6 2151 2787 3392 25613 163891 3681 100149 276679
si4_m4Dr4_m1296.08 6 1932 2427 2311 2537 3042 3481 4394 42107
si4_m4Dr4_m1296.05 6 2010 3890 33565 2977 11758 7658 240819 1000002
si2_r005_m400.05 7 2814 2006 22236 12863 14226 36181 22267 1000000
si2_r005_m400.06 7 901 73368 40661 18761 651485 68560 154903 716746
si2_r005_m400.08 7 2839 20895 71081 206438 194744 613735 141777 1000000
si2_r005_m400.02 7 211556 10585 130210 12726 19773 1000000 1000000 1000000
si2_r005_m400.03 7 5336 25551 3857 966203 69786 6871 1000000 1000000
si2_r005_m400.00 7 2544 290944 8536 23630 353992 36699 1000000 1000000
si2_r005_m400.07 7 17072 48075 442953 38592 1000000 38864 1000000 1000000
si2_r005_m400.09 7 3506 667 6677 148715 18973 204629 305123 1000000
si2_r005_m400.04 7 7270 2261 4417 3041 28682 46169 1000000 1000000
si2_r005_m400.01 7 2179 4753 21303 1128 1000000 1000000 1000000 1000000
si2_b06m_m400.03 4 61 64 1000000 120 955 84 75 66
si2_b06m_m400.06 4 60 65 172 377418 1000000 98 106 66
si2_b06m_m400.05 4 59 78 74 88 89 122 724 79
si2_b06m_m400.01 4 61 63 187 6756 156 88 67 66
si2_b06m_m400.00 4 59 73 1827 179 1000000 1000000 109 66
si2_b06m_m400.08 4 60 63 129 78 175881 1000000 68 67
si2_b06m_m400.07 4 60 77 73 114 96 3674 86 66
si2_b06m_m400.09 4 60 62 490 91 262 15682 240369 66
si2_b06m_m400.04 4 62 437648 8784 87 292 5493 68 66
si2_b06m_m400.02 4 60 63 108 112 122 121 147 69
si6_r005_m600.02 7 63958 124385 103772 40001 25545 43925 31844 190450
si6_r005_m600.08 7 41526 170660 100538 53425 37009 42123 64123 222251
si6_r005_m600.03 7 87603 49415 18226 10242 34568 22167 50193 186525
si6_r005_m600.05 7 107007 148898 63992 140997 39762 91520 33355 68036
si6_r005_m600.07 7 56614 45479 110107 153803 53982 44489 18425 83056
si6_r005_m600.04 7 70522 57361 25777 36754 34236 20407 170416 140451
si6_r005_m600.06 7 119435 112954 55827 69427 25828 29330 103082 56310
si6_r005_m600.01 7 17574 16763 93186 106551 48119 50078 97734 48909
si6_r005_m600.09 7 148683 23349 28920 48254 22315 31716 45283 195441
si6_r005_m600.00 7 32415 18615 79673 74445 34347 18239 24337 76583
si6_r005_m200.02 7 45 72 159 153 213 216 324 42363
si6_r005_m200.08 7 61 72 141 66 186 149 276 173
si6_r005_m200.09 7 63 58 63 202 134 341 1658 885
si6_r005_m200.05 7 73 104 72 262 413 264 262 317
si6_r005_m200.03 7 49 53 148 186 90 326 311 2747
si6_r005_m200.00 7 79 116 48 154 164 187 1958 266
si6_r005_m200.04 7 53 142 217 190 369 196 2423 1187
si6_r005_m200.07 7 49 88 138 99 1159 337 357 2560
si6_r005_m200.01 7 61 62 131 89 379 212 1577 859
si6_r005_m200.06 7 42 72 644 142 337 1160 624 273
si2_m4Dr6_m625.06 6 224 486 6662 20861 1000001 1000000 1000000 353
si2_m4Dr6_m625.08 6 219 1311 1448 455 817 188714 6028 1000001
si2_m4Dr6_m625.07 6 220 1374 356 467 1000000 1000000 34483 22946
si2_m4Dr6_m625.03 6 220 293 696807 1947 523005 8910 23978 60028
si2_m4Dr6_m625.04 6 216 258 255 774 1236 1697 20349 1000000
si2_m4Dr6_m625.05 6 223 236 1083 655 291 478 1000000 295
si2_m4Dr6_m625.09 6 224 1204 979 1951 1000001 29096 1060 1628
si2_m4Dr6_m625.01 6 219 257 657 415 12321 26491 1000000 1000001
si2_m4Dr6_m625.02 6 229 258 3388 3321 35214 1356 16692 1000001
si2_m4Dr6_m625.00 6 217 243 416 3098 94652 1000000 2243 285
si6_b03_m800.02 3 893 929 972 934 950 935 936 994
si6_b03_m800.04 3 895 927 932 930 933 933 938 939
si6_b03_m800.03 3 894 928 932 938 937 936 937 942
si6_b03_m800.05 3 927 1182 954 952 929 993 960 935
si6_b03_m800.06 3 897 926 968 935 932 1018 1101 940
si6_b03_m800.01 3 892 930 929 931 941 934 937 1007
si6_b03_m800.00 3 921 1036 983 944 943 929 948 1116
si6_b03_m800.07 3 906 929 929 929 930 933 935 939
si6_b03_m800.09 3 892 926 930 927 927 931 959 936
si6_b03_m800.08 3 898 928 929 1001 990 929 935 938
si4_m4D_m1296.09 5 1556 4013 10222 11793 16655 14589 10103 37178
si4_m4D_m1296.06 5 1563 2625 4195 11088 11594 9967 15829 26325
si4_m4D_m1296.05 5 1561 3567 6521 16256 6118 14420 9521 30116
si4_m4D_m1296.00 5 3184 70751 1000003 13563 145954 1000001 1000002 1000002
si4_m4D_m1296.03 5 13632 3279 308697 8903 5266 138031 7894 12180
si4_m4D_m1296.04 5 1704 2172 3751 13713 15393 9898 14943 36546
si4_m4D_m1296.08 5 1000003 1000002 1000002 1000002 1000002 1000003 1000003 1000003
si4_m4D_m1296.02 5 4158 13633 203752 18217 40339 206440 295274 1000002
si4_m4D_m1296.01 5 1558 3163 5881 17180 4440 14671 10061 30256
si4_m4D_m1296.07 5 1814 2761 4540 13715 13304 10234 32872 32420
si6_b03m_m400.03 4 99 123 127 147 139 986 1146 158
si6_b03m_m400.01 4 100 125 130 231 137 149 1000000 1000001
si6_b03m_m400.09 4 152 124 128 155 145 271 2184 194
si6_b03m_m400.08 4 99 128 127 177 155 314 1000000 1000001
si6_b03m_m400.07 4 98 123 126 128 138 136 171 1000001
si6_b03m_m400.02 4 98 125 136 135 142 160 62224 1000001
si6_b03m_m400.05 4 146 190 126 156 135 15626 490 1000000
si6_b03m_m400.00 4 119 127 612 131 134 149 192 227
si6_b03m_m400.06 4 144 126 170 131 187 164 219 3254
si6_b03m_m400.04 4 98 147 127 171 258 147 512 96344
si4_m4D_m256.07 5 33 70 97 249 276 615 986 372
si4_m4D_m256.06 5 33 83 102 47 352 233 1327 19887
si4_m4D_m256.05 5 32 142 43 150 493 731 661 361
si4_m4D_m256.08 5 34 67 230 495 275 450 1182 384
si4_m4D_m256.04 5 34 93 166 309 567 853 531 355
si4_m4D_m256.09 5 34 139 191 282 243 813 1360 384
si4_m4D_m256.02 5 34 85 156 243 438 250 1004 435
si4_m4D_m256.00 5 54 76 206 259 285 471 702 884
si4_m4D_m256.03 5 32 93 251 352 503 781 1012 358
si4_m4D_m256.01 5 33 39 159 173 393 361 548 552
si6_b06m_m800.07 4 785 982 956 942 1171 1032 1244 2016
si6_b06m_m800.04 4 704 912 923 945 980 986 1412 2940
si6_b06m_m800.01 4 677 923 917 988 956 1028 1207 1192
si6_b06m_m800.00 4 687 913 938 1037 995 961 1527 1510
si6_b06m_m800.05 4 698 890 914 930 962 966 1180 1487
si6_b06m_m800.08 4 691 977 945 945 942 1180 1315 1615
si6_b06m_m800.09 4 741 922 920 1181 944 979 1188 1799
si6_b06m_m800.02 4 713 898 926 931 955 959 1180 1758
si6_b06m_m800.03 4 710 905 915 929 934 979 1178 3805
si6_b06m_m800.06 4 738 887 931 928 1022 1068 1296 1388
si4_r001_m400.08 7 377 1000000 850505 707919 1000000 1000000 1000000 1000000
